Unnamed: 0,id,source_id_x,source_type,unix_time,date_time,text,translated,photo_video_id,photofilename_x,photofilename_y,identification,consequences,dm,weather,emotions_opinions_etc,related,Filled,duplid,duplicate,nlp2,translated2,translated_previous
457,552,tweet1991,X,1600506190,2020-09-19 09:03:10,Διαβάζω διαβάζω και δεν έχω καταλάβει τι περιμένουμε στην Αθήνα από τον #ΙΑΝΟΣ  #ianos,Διαβάζω διαβάζω και δεν έχω καταλάβει τι περιμένουμε στην Αθήνα από τον #ΙΑΝΟΣ #ianos,,,,0,0,0,0,1,0,1,16005061902020-09-19 09:03:10Διαβάζω διαβάζω και δεν έχω καταλάβει τι περιμένουμε στην Αθήνα από τον #ΙΑΝΟΣ  #ianosX,0,Διαβάζω διαβάζω και δεν έχω καταλάβει τι περιμένουμε στην Αθήνα από τον #ΙΑΝΟΣ #ianos,Διαβάζω διαβάζω και δεν έχω καταλάβει τι περιμένουμε στην Αθήνα από τον #ΙΑΝΟΣ #ianos,Διαβάζω διαβάζω και δεν έχω καταλάβει τι περιμένουμε στην Αθήνα από τον #ΙΑΝΟΣ #ianos
925,1058,Flickr528,Flickr,1600814709,2020-09-23 01:45:09,Medicane Ianos 2020 Mediterranean Hurricane ,Medicane Ianos 2020 Μεσογειακός τυφώνας,50373874432,50373874432.jpg,50373874432.jpg,1,0,0,0,0,0,1,16008147092020-09-23 01:45:09Medicane Ianos 2020 Mediterranean Hurricane Flickr,0,Medicane Ianos 2020 Mediterranean Hurricane,Medicane Ianos 2020 Μεσογειακός τυφώνας,Medicane Ianos 2020 Μεσογειακός τυφώνας 
321,459,tweet1378,X,1600442568,2020-09-18 15:22:48,"Εδω το καλοκαιρι συνεχιζεται , με πολλη υγρασια, δεν ξερω για τις περιοχες σας! #καιρος","Εδω το καλοκαιρι συνεχιζεται , με πολλη υγρασια, δεν ξερω για τις περιοχες σας! #καιρος",,,,0,0,0,1,0,0,1,"16004425682020-09-18 15:22:48Εδω το καλοκαιρι συνεχιζεται , με πολλη υγρασια, δεν ξερω για τις περιοχες σας! #καιροςX",0,"Εδω το καλοκαιρι συνεχιζεται , με πολλη υγρασια, δεν ξερω για τις περιοχες σας! #καιρος","Εδω το καλοκαιρι συνεχιζεται , με πολλη υγρασια, δεν ξερω για τις περιοχες σας! #καιρος","Εδω το καλοκαιρι συνεχιζεται , με πολλη υγρασια, δεν ξερω για τις περιοχες σας! #καιρος"
59,260,''2399463429487906270,instagram,1600258352,2020-09-16 12:12:32,A strong convective activity has formed the warm-core TLC #Cassilda (#Udine for Berlin University and #Ianos for the Greeks) in the southern Mediterranean. There is a high potential for severe landfall of this medicane (mediterranean hurricane) in western Greece on Friday! It could develop an intensity next to cat. 2.\n\n#medicane #cassilda #udine #ianos #hurricane #severeweather #extremeweather #climatechange #fightforclimate,Μια ισχυρή μεταφορά δραστηριότητας έχει σχηματίσει το θερμό πυρήνα TLC #Cassilda (#udine για το Πανεπιστήμιο του Βερολίνου και #IANOS για τους Έλληνες) στη νότια Μεσόγειο. Υπάρχει υψηλό δυναμικό για σοβαρή ξηρά αυτού του Medicane (Μεσογειακός τυφώνας) στη Δυτική Ελλάδα την Παρασκευή! Θα μπορούσε να αναπτύξει μια ένταση δίπλα στη γάτα. 2. \ n \ n #Medicane #Cassilda #Udine #IANOS #Hurricane #SeverEweather #ExtreMeCheather #ClimateChange #FightForClimate,,119460340_3421135171445880_7595047814585662307_n.jpg,119460340_3421135171445880_7595047814585662307_n.jpg,0,0,1,1,1,0,2,16002583522020-09-16 12:12:32A strong convective activity has formed the warm-core TLC #Cassilda (#Udine for Berlin University and #Ianos for the Greeks) in the southern Mediterranean. There is a high potential for severe landfall of this medicane (mediterranean hurricane) in western Greece on Friday! It could develop an intensity next to cat. 2.\n\n#medicane #cassilda #udine #ianos #hurricane #severeweather #extremeweather #climatechange #fightforclimateinstagram,0,A strong convective activity has formed the warm-core TLC #Cassilda (#Udine for Berlin University and #Ianos for the Greeks) in the southern Mediterranean. There is a high potential for severe landfall of this medicane (mediterranean hurricane) in western Greece on Friday! It could develop an intensity next to cat. 2.\n\n#medicane #cassilda #udine #ianos #hurricane #severeweather #extremeweather #climatechange #fightforclimate,Μια ισχυρή μεταφορά δραστηριότητας έχει σχηματίσει το θερμό πυρήνα TLC #Cassilda (#udine για το Πανεπιστήμιο του Βερολίνου και #IANOS για τους Έλληνες) στη νότια Μεσόγειο. Υπάρχει υψηλό δυναμικό για σοβαρή ξηρά αυτού του Medicane (Μεσογειακός τυφώνας) στη Δυτική Ελλάδα την Παρασκευή! Θα μπορούσε να αναπτύξει μια ένταση δίπλα στη γάτα. 2. \ n \ n #Medicane #Cassilda #Udine #IANOS #Hurricane #SeverEweather #ExtreMeCheather #ClimateChange #FightForClimate,Μια ισχυρή δραστηριότητα μεταφοράς έχει σχηματίσει το θερμό πυρήνα TLC (για το Πανεπιστήμιο του Βερολίνου και για τους Έλληνες) στη νότια Μεσόγειο. Υπάρχει υψηλό δυναμικό για σοβαρή ξηρά αυτού του Medicane (Μεσογειακός τυφώνας) στη Δυτική Ελλάδα την Παρασκευή! Θα μπορούσε να αναπτύξει μια ένταση δίπλα στη γάτα. 2. \ n \ n #Cassilda #Udine #Ianos #medicane #cassilda #udine #ianos #hurricane #severeweather #extremeweather #climatechange #fightforclimate
122,325,tweet358,X,1600350858,2020-09-17 13:54:18,"A 'medicane' (Mediterranean tropical-like cyclone) is currently brewing off the coast of Greece. The storm, named #Ianos by the National Meteorological Service, is expected to track across western and southern Greece throughout tomorrow #storm https://t.co/1HPCYHC2j8","Ένας «Medicane» (μεσογειακός τροπικός κυκλώνας) παρασκευάζει επί του παρόντος από την ακτή της Ελλάδας. Η καταιγίδα, που ονομάζεται #IANOS από την Εθνική Μετεωρολογική Υπηρεσία, αναμένεται να παρακολουθήσει σε όλη τη δυτική και τη νότια Ελλάδα καθ 'όλη τη διάρκεια του αύριο #storm",,,,1,0,1,1,0,0,3,"16003508582020-09-17 13:54:18A 'medicane' (Mediterranean tropical-like cyclone) is currently brewing off the coast of Greece. The storm, named #Ianos by the National Meteorological Service, is expected to track across western and southern Greece throughout tomorrow #storm https://t.co/1HPCYHC2j8X",0,"A 'medicane' (Mediterranean tropical-like cyclone) is currently brewing off the coast of Greece. The storm, named #Ianos by the National Meteorological Service, is expected to track across western and southern Greece throughout tomorrow #storm","Ένας «Medicane» (μεσογειακός τροπικός κυκλώνας) παρασκευάζει επί του παρόντος από την ακτή της Ελλάδας. Η καταιγίδα, που ονομάζεται #IANOS από την Εθνική Μετεωρολογική Υπηρεσία, αναμένεται να παρακολουθήσει σε όλη τη δυτική και τη νότια Ελλάδα καθ 'όλη τη διάρκεια του αύριο #storm","Ένας 'medicane' (μεσογειακός κυκλώνας που μοιάζει με τροπικό) βρίσκεται αυτή τη στιγμή στις ακτές της Ελλάδας. Η καταιγίδα, που ονομάστηκε από την Εθνική Μετεωρολογική Υπηρεσία, αναμένεται να σημειωθεί σε όλη τη δυτική και νότια Ελλάδα όλο το αύριο #Ianos #storm"
1196,1149,YouTube47,YouTube,,2020-09-19T16:34:39Z,Καρδίτσα: Οι χείμαρροι σάρωσαν τα πάντα | Κεντρικό Δελτίο Ειδήσεων 19/9/2020 | OPEN TV,Καρδίτσα: Οι χείμαρροι σάρωσαν τα πάντα | Κεντρικό Δελτίο Ειδήσεων 19/9/2020 | OPEN TV,kCfLEfMFhjQ,,,0,1,1,0,0,1,,2020-09-19T16:34:39ZΚαρδίτσα: Οι χείμαρροι σάρωσαν τα πάντα | Κεντρικό Δελτίο Ειδήσεων 19/9/2020 | OPEN TVYouTube,0,Καρδίτσα: Οι χείμαρροι σάρωσαν τα πάντα | Κεντρικό Δελτίο Ειδήσεων 19/9/2020 | OPEN TV,Καρδίτσα: Οι χείμαρροι σάρωσαν τα πάντα | Κεντρικό Δελτίο Ειδήσεων 19/9/2020 | OPEN TV,Καρδίτσα: Οι χείμαρροι σάρωσαν τα πάντα | Κεντρικό Δελτίο Ειδήσεων 19/9/2020 | OPEN TV
927,1060,Flickr537,Flickr,1600814715,2020-09-23 01:45:15,Medicane Ianos 2020 Mediterranean Hurricane ,Medicane Ianos 2020 Μεσογειακός τυφώνας,50373870527,50373870527.jpg,50373870527.jpg,1,0,0,0,0,0,1,16008147152020-09-23 01:45:15Medicane Ianos 2020 Mediterranean Hurricane Flickr,0,Medicane Ianos 2020 Mediterranean Hurricane,Medicane Ianos 2020 Μεσογειακός τυφώνας,Medicane Ianos 2020 Μεσογειακός τυφώνας 
1191,1227,YouTube125,YouTube,,2020-09-19T13:44:06Z,Subscribe στην ΕΡΤ: http://bit.ly/ERTYT Νωρίς το μεσημέρι του Σαββάτου άνδρες της ΕΜΑΚ με βάρκα κατάφεραν να διασώσουν ...,Subscribe στην ΕΡΤ: Νωρίς το μεσημέρι του Σαββάτου άνδρες της ΕΜΑΚ με βάρκα κατάφεραν να διασώσουν.,ecsbnz29nd8,,,0,1,1,0,0,1,,2020-09-19T13:44:06ZSubscribe στην ΕΡΤ: http://bit.ly/ERTYT Νωρίς το μεσημέρι του Σαββάτου άνδρες της ΕΜΑΚ με βάρκα κατάφεραν να διασώσουν ...YouTube,0,Subscribe στην ΕΡΤ: Νωρίς το μεσημέρι του Σαββάτου άνδρες της ΕΜΑΚ με βάρκα κατάφεραν να διασώσουν.,Subscribe στην ΕΡΤ: Νωρίς το μεσημέρι του Σαββάτου άνδρες της ΕΜΑΚ με βάρκα κατάφεραν να διασώσουν.,Subscribe στην ΕΡΤ: http://bit.ly/ERTYT Νωρίς το μεσημέρι του Σαββάτου άνδρες της ΕΜΑΚ με βάρκα κατάφεραν να διασώσουν ...
375,130,''2401101424468733933,instagram,1600453616,2020-09-18 18:26:56,"Haftasonu öğleden sonraları özellikle iç kesimlerde yaz yağmurları bekleniyor.\nIanos fırtınası Yunanistan'da yoğun yağışlarla birlikte Mora'dan Girit'e doğru etkili olmaya devam ederken, siklonun Anadolu'da yarattığı güneyli hava akımlarının Akdeniz'den taşıdığı nem ülkemizin iç kesimlerinde de bölgesel yaz yağmurları oluşturacak.\nİlimizde de haftasonunda öğleden sonraları, Bozdağlar ve Aydın Dağları boyunca daha etkili olmak üzere, yer yer gök gürültülü sağanak yağışlar görülebilir.\n#ianos #morayarımadası #girit #bozdağlar #aydındağları #yazyağmuru #gökgürültülüsağanakyağışlı #izmirdehava",Οι καλοκαιρινές βροχές αναμένονται ειδικά στα εσωτερικά μέρη του Σαββατοκύριακου το απόγευμα. Η βροχόπτωση μπορεί να δει.,,119718063_1018980481869187_8584102061341774658_n.jpg,119718063_1018980481869187_8584102061341774658_n.jpg,0,0,0,1,0,0,1,"16004536162020-09-18 18:26:56Haftasonu öğleden sonraları özellikle iç kesimlerde yaz yağmurları bekleniyor.\nIanos fırtınası Yunanistan'da yoğun yağışlarla birlikte Mora'dan Girit'e doğru etkili olmaya devam ederken, siklonun Anadolu'da yarattığı güneyli hava akımlarının Akdeniz'den taşıdığı nem ülkemizin iç kesimlerinde de bölgesel yaz yağmurları oluşturacak.\nİlimizde de haftasonunda öğleden sonraları, Bozdağlar ve Aydın Dağları boyunca daha etkili olmak üzere, yer yer gök gürültülü sağanak yağışlar görülebilir.\n#ianos #morayarımadası #girit #bozdağlar #aydındağları #yazyağmuru #gökgürültülüsağanakyağışlı #izmirdehavainstagram",0,"Haftasonu öğleden sonraları özellikle iç kesimlerde yaz yağmurları bekleniyor.\nIanos fırtınası Yunanistan'da yoğun yağışlarla birlikte Mora'dan Girit'e doğru etkili olmaya devam ederken, siklonun Anadolu'da yarattığı güneyli hava akımlarının Akdeniz'den taşıdığı nem ülkemizin iç kesimlerinde de bölgesel yaz yağmurları oluşturacak.\nİlimizde de haftasonunda öğleden sonraları, Bozdağlar ve Aydın Dağları boyunca daha etkili olmak üzere, yer yer gök gürültülü sağanak yağışlar görülebilir.\n#ianos #morayarımadası #girit #bozdağlar #aydındağları #yazyağmuru #gökgürültülüsağanakyağışlı #izmirdehava",Οι καλοκαιρινές βροχές αναμένονται ειδικά στα εσωτερικά μέρη του Σαββατοκύριακου το απόγευμα. Η βροχόπτωση μπορεί να δει.,Οι καλοκαιρινές βροχές αναμένονται ειδικά στα εσωτερικά μέρη του Σαββατοκύριακου το απόγευμα. #ianos #morayarımadası #girit #bozdağlar #aydındağları #yazyağmuru #gökgürültülüsağanakyağışlı #izmirdehava
1099,1237,YouTube135,YouTube,,2020-09-15T03:41:02Z,Subscribe to OPEN: http://bit.ly/2uV7vyj Καιρός 15/9/2020: Πολύ υψηλός ο κίνδυνος πυρκαγιάς | Ώρα Ελλάδος | OPEN TV Δείτε ...,Subscribe to OPEN: Καιρός 15/9/2020: Πολύ υψηλός ο κίνδυνος πυρκαγιάς | Ώρα Ελλάδος | OPEN TV Δείτε.,7JYAvRHbZvw,,,0,0,0,1,0,1,,2020-09-15T03:41:02ZSubscribe to OPEN: http://bit.ly/2uV7vyj Καιρός 15/9/2020: Πολύ υψηλός ο κίνδυνος πυρκαγιάς | Ώρα Ελλάδος | OPEN TV Δείτε ...YouTube,0,Subscribe to OPEN: Καιρός 15/9/2020: Πολύ υψηλός ο κίνδυνος πυρκαγιάς | Ώρα Ελλάδος | OPEN TV Δείτε.,Subscribe to OPEN: Καιρός 15/9/2020: Πολύ υψηλός ο κίνδυνος πυρκαγιάς | Ώρα Ελλάδος | OPEN TV Δείτε.,Subscribe to OPEN: http://bit.ly/2uV7vyj Καιρός 15/9/2020: Πολύ υψηλός ο κίνδυνος πυρκαγιάς | Ώρα Ελλάδος | OPEN TV Δείτε ...
442,44,''2401419041752632169,instagram,1600491479,2020-09-19 04:57:59,The day after the storm \n#ianos #kefalonia #myneighborhood #myhome #survivorhome,Την ημέρα μετά την καταιγίδα \ n #anos #kefalonia #myneighborhood #myhome #survivorhome,,119898287_340051650775841_9046934556972047562_n.jpg,119898287_340051650775841_9046934556972047562_n.jpg,0,0,1,1,0,0,2,16004914792020-09-19 04:57:59The day after the storm \n#ianos #kefalonia #myneighborhood #myhome #survivorhomeinstagram,0,The day after the storm \n#ianos #kefalonia #myneighborhood #myhome #survivorhome,Την ημέρα μετά την καταιγίδα \ n #anos #kefalonia #myneighborhood #myhome #survivorhome,Την ημέρα μετά την καταιγίδα \ n #ianos #kefalonia #myneighborhood #myhome #survivorhome
1120,1185,YouTube83,YouTube,,2020-09-17T10:17:19Z,Πού θα «χτυπήσει» ο «Ιανός» τις επόμενες μέρες | Μεσημεριανό Δελτίο Ειδήσεων 17/9/2020 | OPEN TV,Πού θα «χτυπήσει» ο «Ιανός» τις επόμενες μέρες | Μεσημεριανό Δελτίο Ειδήσεων 17/9/2020 | OPEN TV,OYKjgrHUs3U,,,0,0,1,1,0,1,,2020-09-17T10:17:19ZΠού θα «χτυπήσει» ο «Ιανός» τις επόμενες μέρες | Μεσημεριανό Δελτίο Ειδήσεων 17/9/2020 | OPEN TVYouTube,0,Πού θα «χτυπήσει» ο «Ιανός» τις επόμενες μέρες | Μεσημεριανό Δελτίο Ειδήσεων 17/9/2020 | OPEN TV,Πού θα «χτυπήσει» ο «Ιανός» τις επόμενες μέρες | Μεσημεριανό Δελτίο Ειδήσεων 17/9/2020 | OPEN TV,Πού θα «χτυπήσει» ο «Ιανός» τις επόμενες μέρες | Μεσημεριανό Δελτίο Ειδήσεων 17/9/2020 | OPEN TV
