ID,source_id,source_type,unix_time,date_time,text,translated,photo_video_id,duplicate,photofilename,processed,predicted
534,''2403223046382383333,instagram,1600706533.0,2020-09-21 16:42:13,"Ως Karditsa Robotics θέλουμε αρχικά να ευχαριστήσουμε συγγενείς και φίλους για το αμέριστο ενδιαφέρον που δείξατε αυτές τις δύσκολες στιγμές που βιώνουμε ως πόλη. Λόγω της κατάστασης με το τηλεφωνικό δίκτυο ενημερώνουμε και μέσω των κοινωνικών δικτύων ότι το φροντιστήριο μας ευτυχώς δεν υπέστη ζημιές παρόλα αυτά είμαστε επί ποδός βοηθώντας όσο μπορούμε και μεις για την γρήγορη επαναφορά στην κανονική λειτουργία του κέντρου της πόλης μας.\n\nΑγαπητοί μας μαθητές και γονείς, με απόφαση του Δ. Σ. του συλλόγου φροντιστών Καρδίτσας, και προτροπής του Δήμου, όλα τα φροντιστήρια του Δήμου θα παραμείνουν κλειστά και την Τρίτη, 22-9-2020. Προέχει η ασφάλεια των παιδιών μας και η γρήγορη αποκατάσταση της λειτουργίας της πόλης μας!\n\n#togetherwearestronger #ianos #teamwork #peoplehavethepower #wearealive","Ως Karditsa Robotics θέλουμε αρχικά να ευχαριστήσουμε συγγενείς και φίλους για το αμέριστο ενδιαφέρον που δείξατε αυτές τις δύσκολες στιγμές που βιώνουμε ως πόλη. Λόγω της κατάστασης με το τηλεφωνικό δίκτυο ενημερώνουμε και μέσω των κοινωνικών δικτύων ότι το φροντιστήριο μας ευτυχώς δεν υπέστη ζημιές παρόλα αυτά είμαστε επί ποδός βοηθώντας όσο μπορούμε και μεις για την γρήγορη επαναφορά στην κανονική λειτουργία του κέντρου της πόλης μας.\n\nΑγαπητοί μας μαθητές και γονείς, με απόφαση του Δ. Σ. του συλλόγου φροντιστών Καρδίτσας, και προτροπής του Δήμου, όλα τα φροντιστήρια του Δήμου θα παραμείνουν κλειστά και την Τρίτη, 22-9-2020. Προέχει η ασφάλεια των παιδιών μας και η γρήγορη αποκατάσταση της λειτουργίας της πόλης μας!\n\n#togetherwearestronger #ianos #teamwork #peoplehavethepower #wearealive",,,119812162_160053512407258_2949274014439178553_n.jpg,ως karditsa robotics θέλουμε αρχικά να ευχαριστήσουμε συγγενείς και φίλους για το αμέριστο ενδιαφέρον που δείξατε αυτές τις δύσκολες στιγμές που βιώνουμε ως πόλη λόγω της κατάστασης με το τηλεφωνικό δίκτυο ενημερώνουμε και μέσω των κοινωνικών δικτύων ότι το φροντιστήριο μας ευτυχώς δεν υπέστη ζημιές παρόλα αυτά είμαστε επί ποδός βοηθώντας όσο μπορούμε και μεις για την γρήγορη επαναφορά στην κανονική λειτουργία του κέντρου της πόλης μας n nαγαπητοί μας μαθητές και γονείς με απόφαση του δ σ του συλλόγου φροντιστών καρδίτσας και προτροπής του δήμου όλα τα φροντιστήρια του δήμου θα παραμείνουν κλειστά και την τρίτη 22 9 2020 προέχει η ασφάλεια των παιδιών μας και η γρήγορη αποκατάσταση της λειτουργίας της πόλης μας n n togetherwearestronger ianos teamwork peoplehavethepower wearealive,0
4236,tweet2555,X,0.0,2020-09-19 20:59:53,"Ο Ιανός πέρασε και άφησε πίσω του καταστροφές και στη Λαμία.
#ΙΑΝΟΣ #Ιανος #Ianos
https://t.co/e2E8kkrvyp",Ο Ιανός πέρασε και άφησε πίσω του καταστροφές και στη Λαμία.#ΙΑΝΟΣ #Ιανος #Ianos,,,,ο ιανός πέρασε και άφησε πίσω του καταστροφές και στη λαμία ιανος ιανος ianos,0
5330,tweet3649,X,0.0,2020-09-21 14:31:13,"εδώ ο κόσμος καίγεται αυτή τρέχει λέει για το ""έργο της επιτροπής"" 
Κηρύξτε το έργο της περαιωμένο και διαλύστε την επιτροπή δεν είναι καιρός για τέτοια 

https://t.co/ynnVkmm7yV","εδώ ο κόσμος καίγεται αυτή τρέχει λέει για το ""έργο της επιτροπής"" Κηρύξτε το έργο της περαιωμένο και διαλύστε την επιτροπή δεν είναι καιρός για τέτοια",,,,εδώ ο κόσμος καίγεται αυτή τρέχει λέει για το έργο της επιτροπής κηρύξτε το έργο της περαιωμένο και διαλύστε την επιτροπή δεν είναι καιρός για τέτοια,1
6981,Flickr433,Flickr,,2020-09-23 02:42:48,Medicane Ianos 2020 Mediterranean Hurricane,Medicane Ianos 2020 Μεσογειακός τυφώνας,50374006492,,50374006492.jpg,medicane ianos 2020 μεσογειακός τυφώνας,0
231,''2400916511033588866,instagram,1600431573.0,2020-09-18 12:19:33,Ianos...\n.\n.\n.\n#photograph #photooftheday #pic #art #ianos #Greece #instapic #instagood,Ianos.,,,119940417_179422497023102_2296348807238065495_n.jpg,ianos,0
6686,Flickr138,Flickr,,2020-10-13 18:13:02,"Assynt, Scotland","Assynt, Σκωτία",50472117531,,50472117531.jpg,assynt σκωτία,0
1947,tweet266,X,0.0,2020-09-17 08:55:25,"A look at #Storm #01M (Also known as #Janus [#Ianos] among the others given to it) in the #Mediterranean #Sea this morning.
#mediterraneansea #Greece https://t.co/Kmd7tZgI8B",Μια ματιά στο #storm #01m (επίσης γνωστό ως #Janus [#IANOS] μεταξύ των άλλων που δόθηκαν σε αυτό) στο #MedIterranean #sea σήμερα το πρωί.,,,,μια ματιά στο storm 01m επίσης γνωστό ως janus ianos μεταξύ των άλλων που δόθηκαν σε αυτό στο mediterranean sea σήμερα το πρωί,1
2710,tweet1029,X,0.0,2020-09-18 09:54:58,Day two of #ianos #Medicane ⛈⛈⛈🇬🇷🇬🇷 Similar to day one!! #storm #stormlife https://t.co/xKIk2OWxKW,Ημέρα Δύο από #Inos #Medicane παρόμοια με την πρώτη μέρα !! #storm #stormlife,,,,ημέρα δύο από inos medicane παρόμοια με την πρώτη μέρα storm stormlife,1
1586,''2400111486306148612,instagram,1600335606.0,2020-09-17 09:40:06,"Honestly, who knows this watch brand...? Not many, I guess! But clever ideas are everywhere 😉. Have a closer look how the strap in integrated in the case back. \n\nBy the way, the seconds counter at 6, the indexes and all the concept is inspired by a old tradition which nearly disappeared today...! Do you know which one?\n\n#ianos #ianoswatches #watches #watchesofinstagram #watchesoftheday #watchesweekly #wristwatch #diving @ianoswatches #divingwatch","Ειλικρινά, ποιος ξέρει αυτό το εμπορικό σήμα.; Όχι πολλά, υποθέτω! Αλλά οι έξυπνες ιδέες είναι παντού. Ρίξτε μια πιο προσεκτική ματιά πώς ο ιμάντας στο ενσωματωμένο στην περίπτωση πίσω. \ n \ nby Ο δρόμος, ο μετρητής δευτερολέπτων στα 6, οι δείκτες και όλη η ιδέα είναι εμπνευσμένη από μια παλιά παράδοση που σχεδόν εξαφανίστηκε σήμερα. Γνωρίζετε ποιο;",,,119484177_126643469159302_6124493216502350552_n.jpg,ειλικρινά ποιος ξέρει αυτό το εμπορικό σήμα όχι πολλά υποθέτω αλλά οι έξυπνες ιδέες είναι παντού ρίξτε μια πιο προσεκτική ματιά πώς ο ιμάντας στο ενσωματωμένο στην περίπτωση πίσω n nby ο δρόμος ο μετρητής δευτερολέπτων στα 6 οι δείκτες και όλη η ιδέα είναι εμπνευσμένη από μια παλιά παράδοση που σχεδόν εξαφανίστηκε σήμερα γνωρίζετε ποιο,1
1952,tweet271,X,0.0,2020-09-17 09:08:50,@Tsiribibom Αφού δε μπορουμε να το αποφύγουμε ας είναι με τις λιγότερες ζημιές τότε..,Tsiribibom Αφού δε μπορουμε να το αποφύγουμε ας είναι με τις λιγότερες ζημιές τότε.,,,,tsiribibom αφού δε μπορουμε να το αποφύγουμε ας είναι με τις λιγότερες ζημιές τότε,0
5076,tweet3395,X,0.0,2020-09-21 07:07:02,Μετρούν τις ζημιές από επενδύσεις ΕΤΥΚ οι τραπεζικοί https://t.co/KbTpxs80uT https://t.co/j1E1jufoOq,Μετρούν τις ζημιές από επενδύσεις ΕΤΥΚ οι τραπεζικοί,,,,μετρούν τις ζημιές από επενδύσεις ετυκ οι τραπεζικοί,0
6128,tweet4447,X,0.0,2020-09-23 09:46:02,Ζημιές από την καταστροφική πλημμύρα στο Αρχαιολογικό Μουσείο Καρδίτσας https://t.co/Lz2ViFzodA,Ζημιές από την καταστροφική πλημμύρα στο Αρχαιολογικό Μουσείο Καρδίτσας,,,,ζημιές από την καταστροφική πλημμύρα στο αρχαιολογικό μουσείο καρδίτσας,0
3065,tweet1384,X,0.0,2020-09-18 15:31:39,"Un poco de información/noticia 🤔🤔🤔 Los bebés ""vendidos a precio de apartamento"" por parteras en Argentina
#SheHulk
#LIBERTADORESxESPN
#Ianos
#HeavenAndHell
#TREASURE

https://t.co/jKYzYLUrPg","Μια μικρή πληροφόρηση/νέα ""που πωλείται στην τιμή διαμερίσματος"" από τη μαία στην Αργεντινή#Shehulk#Libertadorespn#Ianos#Heavenandhell#Θησαυρός",,,,μια μικρή πληροφόρηση νέα που πωλείται στην τιμή διαμερίσματος από τη μαία στην αργεντινή shehulk libertadorespn ianos heavenandhell θησαυρός,0
728,''2401677608908934051,instagram,1600522303.0,2020-09-19 13:31:43,"Σπάνιο ακραίο καιρικό φαινόμενο; - μεσογειακός Κυκλώνας… Ιανός – ο θεός με το διπλό πρόσωπο\n\nΟ θεός όλων των ενάρξεων και των μεταβάσεων!\n⛈️⛈️⛈️\nΈντονα καιρικά φαινόμενα αναμένονται, \nμεγάλης έκτασης, έντασης και διάρκειας. \n🌀🌀🌀\nΣτο μάτι του κυκλώνα όμως τα φαινόμενα είναι ήπια,  επικρατούν ήπιοι άνεμοι, γενικά αίθριος ουρανός, ή και νηνεμία. \n🌤️🌞☀️\nΗ εποχή μας καλεί να μείνουμε στο μάτι του κυκλώνα, στο κέντρο μας!\n\n2020 \nΤο 2 δονείται με την ενέργεια της Ενότητας μέσα στη διττότητα – Συνεργασία – Ισορροπία – Θήλεια Αρχή –Δεκτικότητα –Ευαισθησία -Αρμονία \n\nΗ ενέργεια του 0 ταυτόχρονα άδειο και γεμάτο.\n\nΗ δική σου θέση, η δική σου πρόθεση του προς τα που θέλεις να πας διαμορφώνει κάθε στιγμή αυτό που βιώνεις. Διαμορφώνει το μηδέν που ενισχύει την ενέργεια του 2.\n\nΜείνε στο μάτι του κυκλώνα καθώς όλα τώρα στροβιλίζονται γύρω σου.\n\nΜην παρασύρεσαι από αυτά που συμβαίνουν. Παρατήρησε. \n\nΜη σπαταλάς την ενέργεια σου προς τα έξω ώστε να τα αλλάξεις. \n\nΜην προσπαθείς να πείσεις τους άλλους να αλλάξουν οπτική, να υιοθετήσουν τη δική σου. \""Μα πως είναι δυνατόν να μη βλέπουν αυτό που γίνεται;\"" \n\nΤα ισχυρότερα φαινόμενα, οι πιο ισχυροί άνεμοι του κυκλώνα παρατηρούνται πάντα στο δακτύλιο γύρω από το μάτι. \n\nΑν φύγεις από το μάτι, βρίσκεσαι μέσα στον κυκλώνα και η ενέργειά σου τον τροφοδοτεί, τον δυναμώνει. \n\nΜείνε στο κέντρο σου και άσε τον κυκλώνα να εξασθενίσει. \n\nΓίνε Παρατηρητής των όσων συμβαίνουν σε εσένα ... \n\nΈχεις πάντα το δικαίωμα επιλογής. \n\nΑναπνοή και Εμπιστοσύνη. \n\nΕμπιστοσύνη σε Εσένα, στη Δημιουργία, στη Συνέχεια, στη ΖΩΗ! \n\nΑπλότητα, Αγάπη & Τρυφερότητα, πρώτα σε εσένα – προς  τον ίδιο σου τον Εαυτό! \n\nΚαι όλα είναι ήδη εδώ για εσένα και για τον καθένα… και τώρα που ο κυκλώνας πέρασε μπορείς πλέον και τα βλέπεις… τα νιώθεις … τα βιώνεις!\n\nΜία μεγάλη αγκαλιά σε όλους! \n💖💖💖\nΣτέλλα\n\n#cyclone #numerology #selfawareness #ianos #αριθμολογία #κυκλώνας","Σπάνιο ακραίο καιρικό φαινόμενο; - μεσογειακός Κυκλώνας… Ιανός – ο θεός με το διπλό πρόσωπο\n\nΟ θεός όλων των ενάρξεων και των μεταβάσεων!\n\nΈντονα καιρικά φαινόμενα αναμένονται, \nμεγάλης έκτασης, έντασης και διάρκειας. \n\nΣτο μάτι του κυκλώνα όμως τα φαινόμενα είναι ήπια, επικρατούν ήπιοι άνεμοι, γενικά αίθριος ουρανός, ή και νηνεμία. \n\nΗ εποχή μας καλεί να μείνουμε στο μάτι του κυκλώνα, στο κέντρο μας!\n\n2020 \nΤο 2 δονείται με την ενέργεια της Ενότητας μέσα στη διττότητα – Συνεργασία – Ισορροπία – Θήλεια Αρχή –Δεκτικότητα –Ευαισθησία -Αρμονία \n\nΗ ενέργεια του 0 ταυτόχρονα άδειο και γεμάτο.\n\nΗ δική σου θέση, η δική σου πρόθεση του προς τα που θέλεις να πας διαμορφώνει κάθε στιγμή αυτό που βιώνεις. Διαμορφώνει το μηδέν που ενισχύει την ενέργεια του 2.\n\nΜείνε στο μάτι του κυκλώνα καθώς όλα τώρα στροβιλίζονται γύρω σου.\n\nΜην παρασύρεσαι από αυτά που συμβαίνουν. Παρατήρησε. \n\nΜη σπαταλάς την ενέργεια σου προς τα έξω ώστε να τα αλλάξεις. \n\nΜην προσπαθείς να πείσεις τους άλλους να αλλάξουν οπτική, να υιοθετήσουν τη δική σου. \""Μα πως είναι δυνατόν να μη βλέπουν αυτό που γίνεται;\"" \n\nΤα ισχυρότερα φαινόμενα, οι πιο ισχυροί άνεμοι του κυκλώνα παρατηρούνται πάντα στο δακτύλιο γύρω από το μάτι. \n\nΑν φύγεις από το μάτι, βρίσκεσαι μέσα στον κυκλώνα και η ενέργειά σου τον τροφοδοτεί, τον δυναμώνει. \n\nΜείνε στο κέντρο σου και άσε τον κυκλώνα να εξασθενίσει. \n\nΓίνε Παρατηρητής των όσων συμβαίνουν σε εσένα.\n\nΈχεις πάντα το δικαίωμα επιλογής. \n\nΑναπνοή και Εμπιστοσύνη. \n\nΕμπιστοσύνη σε Εσένα, στη Δημιουργία, στη Συνέχεια, στη ΖΩΗ! \n\nΑπλότητα, Αγάπη & Τρυφερότητα, πρώτα σε εσένα – προς τον ίδιο σου τον Εαυτό! \n\nΚαι όλα είναι ήδη εδώ για εσένα και για τον καθένα… και τώρα που ο κυκλώνας πέρασε μπορείς πλέον και τα βλέπεις… τα νιώθεις … τα βιώνεις!\n\nΜία μεγάλη αγκαλιά σε όλους! \n\nΣτέλλα\n\n#cyclone #numerology #selfawareness #ianos #αριθμολογία #κυκλώνας",,,119747291_328913374838970_4958336782738094916_n.jpg,σπάνιο ακραίο καιρικό φαινόμενο μεσογειακός κυκλώνας ιανός ο θεός με το διπλό πρόσωπο n nο θεός όλων των ενάρξεων και των μεταβάσεων n nέντονα καιρικά φαινόμενα αναμένονται nμεγάλης έκτασης έντασης και διάρκειας n nστο μάτι του κυκλώνα όμως τα φαινόμενα είναι ήπια επικρατούν ήπιοι άνεμοι γενικά αίθριος ουρανός ή και νηνεμία n nη εποχή μας καλεί να μείνουμε στο μάτι του κυκλώνα στο κέντρο μας n n2020 nτο 2 δονείται με την ενέργεια της ενότητας μέσα στη διττότητα συνεργασία ισορροπία θήλεια αρχή δεκτικότητα ευαισθησία αρμονία n nη ενέργεια του 0 ταυτόχρονα άδειο και γεμάτο n nη δική σου θέση η δική σου πρόθεση του προς τα που θέλεις να πας διαμορφώνει κάθε στιγμή αυτό που βιώνεις διαμορφώνει το μηδέν που ενισχύει την ενέργεια του 2 n nμείνε στο μάτι του κυκλώνα καθώς όλα τώρα στροβιλίζονται γύρω σου n nμην παρασύρεσαι από αυτά που συμβαίνουν παρατήρησε n nμη σπαταλάς την ενέργεια σου προς τα έξω ώστε να τα αλλάξεις n nμην προσπαθείς να πείσεις τους άλλους να αλλάξουν οπτική να υιοθετήσουν τη δική σου μα πως είναι δυνατόν να μη βλέπουν αυτό που γίνεται n nτα ισχυρότερα φαινόμενα οι πιο ισχυροί άνεμοι του κυκλώνα παρατηρούνται πάντα στο δακτύλιο γύρω από το μάτι n nαν φύγεις από το μάτι βρίσκεσαι μέσα στον κυκλώνα και η ενέργειά σου τον τροφοδοτεί τον δυναμώνει n nμείνε στο κέντρο σου και άσε τον κυκλώνα να εξασθενίσει n nγίνε παρατηρητής των όσων συμβαίνουν σε εσένα n nέχεις πάντα το δικαίωμα επιλογής n nαναπνοή και εμπιστοσύνη n nεμπιστοσύνη σε εσένα στη δημιουργία στη συνέχεια στη ζωη n nαπλότητα αγάπη τρυφερότητα πρώτα σε εσένα προς τον ίδιο σου τον εαυτό n nκαι όλα είναι ήδη εδώ για εσένα και για τον καθένα και τώρα που ο κυκλώνας πέρασε μπορείς πλέον και τα βλέπεις τα νιώθεις τα βιώνεις n nμία μεγάλη αγκαλιά σε όλους n nστέλλα n n cyclone numerology selfawareness ianos αριθμολογία κυκλώνας,1
5204,tweet3523,X,0.0,2020-09-21 10:34:02,"We made this graph to explain the trajectory that medicane #Ianos followed. We are still trying to retrieve weather data from remote areas that were inside Ianos' eye. There is still no access to electricity, not even access to several villages in Kefalonia.","Κάναμε αυτό το γράφημα για να εξηγήσουμε την τροχιά που ακολούθησε ο Medicane #IANOS. Προσπαθούμε ακόμα να ανακτήσουμε δεδομένα καιρού από απομακρυσμένες περιοχές που βρίσκονταν μέσα στο μάτι του Ianos. Δεν υπάρχει ακόμη πρόσβαση στον ηλεκτρικό ρεύμα, ούτε καν πρόσβαση σε διάφορα χωριά της Κεφαλονίας.",,,,κάναμε αυτό το γράφημα για να εξηγήσουμε την τροχιά που ακολούθησε ο medicane ianos προσπαθούμε ακόμα να ανακτήσουμε δεδομένα καιρού από απομακρυσμένες περιοχές που βρίσκονταν μέσα στο μάτι του ianos δεν υπάρχει ακόμη πρόσβαση στον ηλεκτρικό ρεύμα ούτε καν πρόσβαση σε διάφορα χωριά της κεφαλονίας,1
1197,''2401337143327922150,instagram,1600481716.0,2020-09-19 02:15:16,#ianos #cyclone #mediteranean #hurricane #heavyrain #rain #parnassos #livadi #arachova #greece #night #spotlight #photography,#IANOS #CYCLONE #MEDITERANEAN #Hurricane #HeavyRain #Rain #Parnassos #Livadi #Arachova #greece #Night #Spotlight #Photography,,,119661876_3901977436485328_6350426741878196713_n.jpg,ianos cyclone mediteranean hurricane heavyrain rain parnassos livadi arachova greece night spotlight photography,1
1953,tweet272,X,0.0,2020-09-17 09:15:53,De golven van de Ionische zee zijn in de baai bij Parga door #medicane #Ianos nu al een stuk hoger! @jordiweerman @helgavanleur https://t.co/65FMqIcdpI,Τα κύματα της Θάλασσας του Ιωνίου είναι ήδη πολύ υψηλότερα στον κόλπο κοντά στο Parga από το #Medicane #ianos! @JordiWeerman @helgavanleur,,,,τα κύματα της θάλασσας του ιωνίου είναι ήδη πολύ υψηλότερα στον κόλπο κοντά στο parga από το medicane ianos jordiweerman helgavanleur,1
2601,tweet920,X,0.0,2020-09-18 08:32:28,"#Ianos, cyclone tropical formé en Méditerranée, touche actuellement la #Grèce avec des vents pouvant aller jusqu'à 200km/h.","#Anos, τροπικός κυκλώνας εκπαιδευμένος στη Μεσόγειο, αγγίζει επί του παρόντος #greece με ανέμους μέχρι 200km/h.",,,,anos τροπικός κυκλώνας εκπαιδευμένος στη μεσόγειο αγγίζει επί του παρόντος greece με ανέμους μέχρι 200km h,1
6420,tweet4739,X,0.0,2020-09-23 19:42:18,"ΕΛΓΑ: Ενημέρωση για τις εκτιμήσεις ζημιών
https://t.co/34L8SUWrpc #Ianos #katerini #pieria #odigospierias",ΕΛΓΑ: Ενημέρωση για τις εκτιμήσεις ζημιών #Ianos #katerini #pieria #odigospierias,,,,ελγα ενημέρωση για τις εκτιμήσεις ζημιών ianos katerini pieria odigospierias,0
6223,tweet4542,X,0.0,2020-09-23 12:28:22,Προσοχή: Χαλάει ο καιρός τις επόμενες ώρες – Σε ποιες περιοχές αναμένονται βροχές και καταιγίδες | Sportdog Team https://t.co/5qwKKqvVae,Προσοχή: Χαλάει ο καιρός τις επόμενες ώρες – Σε ποιες περιοχές αναμένονται βροχές και καταιγίδες | Sportdog Team,,,,προσοχή χαλάει ο καιρός τις επόμενες ώρες σε ποιες περιοχές αναμένονται βροχές και καταιγίδες sportdog team,1
