"ID","source_id","source_type","unix_time","date_time","text","translated","photo_video_id","duplicate","photofilename","processed","predicted","score",
3472,"tweet1791","X",0,"2020-09-18 22:23:57","Μετάφραση |
WEVERSE #TAEHYUN

- ""Τα μαλλιά του Taehyunie είναι τόσο σγουρά.""

🐿️: Omg~~~ Έχει περάσει πολύς καιρός από την τελευταία φορά που είχα καστανά μαλλιά.

@TXT_members @TXT_bighit
#TOMORROW_X_TOGETHER 
#투모로우바이투게더 https://t.co/008nbI9qk7","Μετάφραση |WEVERSE #TAEHYUN- ""Τα μαλλιά του Taehyunie είναι τόσο σγουρά."": Omg~~~ Έχει περάσει πολύς καιρός από την τελευταία φορά που είχα καστανά μαλλιά.@TXT_members @TXT_bighit#TOMORROW_X_TOGETHER #투모로우바이투게더",,,,"μετάφραση weverse taehyun τα μαλλιά του taehyunie είναι τόσο σγουρά omg έχει περάσει πολύς καιρός από την τελευταία φορά που είχα καστανά μαλλιά txt_members txt_bighit tomorrow_x_together 투모로우바이투게더",1,"FP",
2824,"tweet1143","X",0,"2020-09-18 11:11:12","Καιρός: Σταδιακή μείωση των φαινομένων το Σαββατοκύριακο 19 &amp; 20/9 https://t.co/X5qzeGQtKc","Καιρός: Σταδιακή μείωση των φαινομένων το Σαββατοκύριακο 19 &amp; 20/9",,,,"καιρός σταδιακή μείωση των φαινομένων το σαββατοκύριακο 19 amp 20 9",1,"TP",
6144,"tweet4463","X",0,"2020-09-23 10:08:58","Έκτακτο δελτίο επιδείνωσης καιρού!

#Securitynews #Καιρός #Χαλάζι #ΕΚΤΑΚΤΟ #Καταιγίδες https://t.co/M38ytPAxZ8","Έκτακτο δελτίο επιδείνωσης καιρού!#Securitynews #Καιρός #Χαλάζι #ΕΚΤΑΚΤΟ #Καταιγίδες",,,,"έκτακτο δελτίο επιδείνωσης καιρού securitynews καιρός χαλάζι εκτακτο καταιγίδες",1,"TP",
3505,"tweet1824","X",0,"2020-09-18 22:58:46","Κακοκαιρία Ιανός: Ποιες περιοχές κινδυνεύουν απόψε  https://t.co/NfHSEepL2r #kakokairia #ianos #perioxes #kindyneyoyn #apopse","Κακοκαιρία Ιανός: Ποιες περιοχές κινδυνεύουν απόψε #kakokairia #ianos #perioxes #kindyneyoyn #apopse",,,,"κακοκαιρία ιανός ποιες περιοχές κινδυνεύουν απόψε kakokairia ianos perioxes kindyneyoyn apopse",1,"TP",
7091,"Flickr543","Flickr",,"2020-09-23 01:45:19","Medicane Ianos 2020 Mediterranean Hurricane","Medicane Ianos 2020 Μεσογειακός τυφώνας",50373867847,,"50373867847.jpg","medicane ianos 2020 μεσογειακός τυφώνας",0,"TN",
5005,"tweet3324","X",0,"2020-09-21 00:05:38","O καιρός στην Κρήτη σήμερα Δευτέρα 21 Σεπτεμβρίου - https://t.co/UDvrTADC5N https://t.co/iaYUGeDPiI","O καιρός στην Κρήτη σήμερα Δευτέρα 21 Σεπτεμβρίου -",,,,"o καιρός στην κρήτη σήμερα δευτέρα 21 σεπτεμβρίου",1,"TP",
7585,"YouTube228","YouTube",,"2020-09-17T14:32:23Z","Ζάκυνθος: Έκλεισε η ακτοπλοϊκή γραμμή Ζακύνθου-Κυλλήνης λόγω των ακραίων καιρικών φαινομένων Κλειστή είναι η ακτοπλοϊκή γραμμή Ζακύνθου-Κυλλήνης λόγω των ακραίων καιρικών φαινομένων που έχει προκαλέσει στην ...","Ζάκυνθος: Έκλεισε η ακτοπλοϊκή γραμμή Ζακύνθου-Κυλλήνης λόγω των ακραίων καιρικών φαινομένων Κλειστή είναι η ακτοπλοϊκή γραμμή Ζακύνθου-Κυλλήνης λόγω των ακραίων καιρικών φαινομένων που έχει προκαλέσει στην.","diqMPsDisC8",1,"na","ζάκυνθος έκλεισε η ακτοπλοϊκή γραμμή ζακύνθου κυλλήνης λόγω των ακραίων καιρικών φαινομένων κλειστή είναι η ακτοπλοϊκή γραμμή ζακύνθου κυλλήνης λόγω των ακραίων καιρικών φαινομένων που έχει προκαλέσει στην",0,"TN",
2273,"tweet592","X",0,"2020-09-17 18:37:58","El #Medicane #Ianos comença a mostrar l'ull. 
La convecció profunda es tanca envoltant el centre del cicló i ocupa gairebé tota la circumferència. 
Vents de 40 kt estimats per scateròmetres.
#Janus

Imatge RGB microfísica de núvol: @eumetsat
Processament: @CIRA_CSU https://t.co/SGKtT9ZNsB","Το #Medicane #IANOS αρχίζει να δείχνει το μάτι. Η βαθιά μεταφορά κλείνει γύρω από το κέντρο του κυκλώνα και καταλαμβάνει σχεδόν όλη την περιφέρεια. 40 KT Winds εκτιμάται με βίδα.",,,,"το medicane ianos αρχίζει να δείχνει το μάτι η βαθιά μεταφορά κλείνει γύρω από το κέντρο του κυκλώνα και καταλαμβάνει σχεδόν όλη την περιφέρεια 40 kt winds εκτιμάται με βίδα",1,"TP",
7597,"YouTube240","YouTube",,"2020-10-11T12:00:13Z","We Got Stuck in Greek Countryside (Welcome to Kalampaka) We were gonna climb the Mount Olympus, but the nature decied to change our plans. Covid is not the only thing that can kill ...","Έχουμε κολλήσει στην ελληνική ύπαιθρο (Καλώς ήλθατε στην Καλαμπάκα) Θα ανεβαίνουμε στο όρος Olympus, αλλά η φύση αποφάσισε να αλλάξει τα σχέδιά μας. Το Covid δεν είναι το μόνο πράγμα που μπορεί να σκοτώσει.","E8JyzH2wZ1k",1,"na","έχουμε κολλήσει στην ελληνική ύπαιθρο καλώς ήλθατε στην καλαμπάκα θα ανεβαίνουμε στο όρος olympus αλλά η φύση αποφάσισε να αλλάξει τα σχέδιά μας το covid δεν είναι το μόνο πράγμα που μπορεί να σκοτώσει",0,"TN",
4442,"tweet2761","X",0,"2020-09-20 08:44:07","ο Καιρός Στη Ζαγορά και το Πήλιο Σήμερα 20-09-2020 https://t.co/F9RBZTQOuX","ο Καιρός Στη Ζαγορά και το Πήλιο Σήμερα 20-09-2020",,,,"ο καιρός στη ζαγορά και το πήλιο σήμερα 20 09 2020",1,"TP",
6038,"tweet4357","X",0,"2020-09-23 06:54:05","Καιρός : Έρχονται βροχές και καταιγίδες – Σε ποιες περιοχές - https://t.co/3flIKrS37j https://t.co/llKnczNPL1","Καιρός : Έρχονται βροχές και καταιγίδες – Σε ποιες περιοχές -",,,,"καιρός έρχονται βροχές και καταιγίδες σε ποιες περιοχές",1,"TP",
1692,"tweet11","X",0,"2020-09-12 13:28:54","@tigerkos13 Κανονισε να κάνεις και ζημιές στη δουλειά τώρα χαχαχαχ","tigerkos13 Κανονισε να κάνεις και ζημιές στη δουλειά τώρα χαχαχαχ",,,,"tigerkos13 κανονισε να κάνεις και ζημιές στη δουλειά τώρα χαχαχαχ",0,"TN",
5634,"tweet3953","X",0,"2020-09-22 08:13:53","Ο καιρός σήμερα (22/9/2020) https://t.co/gpQ37Jg6kD","Ο καιρός σήμερα (22/9/2020)",,,,"ο καιρός σήμερα 22 9 2020",0,"FN",
774,"''2400816991349529352","instagram",1600419709,"2020-09-18 09:01:49","Blizi sa k nam medikan (stredomorsky hurikan) #Ianos. Ale zatial tomu nic nenasvedcuje. Jemne fuka a je teplo, 28st. Ticho pred burkou. Na Kefalonii totiz sposobil znacne skody. Kreta je vsak dalej, tak hadam bude vsetko v poriadku. Na foto plaz Seitan Limania. Kreta je nadherna. 🇬🇷😎\n.\n.\n#greece #travel #ellada #hellas #kreta #crete #kriti #seitanlimania #paralia #coolinari #nacestach #grecko #recko #beach #summer #summertime #summervibes","Το Medikan (Μεσόγειο Hurikan) #IANOS έρχεται σε μας. Αλλά δεν έχει τίποτα να το κάνει ακόμα. Απαλά Fuka και είναι ζεστό, 28st. Σιωπή μπροστά από το Burka. Στην Κεφαλονία, έκανε πολλές ζημιές. Ωστόσο, η ήσυχη είναι η επόμενη, οπότε υποθέτω ότι όλα θα πάνε καλά. Στο Photo Plaz Seitan Limania. Η Kreta είναι όμορφη. \ n.",,,"119737273_669167627040484_3925161764299535223_n.jpg","το medikan μεσόγειο hurikan ianos έρχεται σε μας αλλά δεν έχει τίποτα να το κάνει ακόμα απαλά fuka και είναι ζεστό 28st σιωπή μπροστά από το burka στην κεφαλονία έκανε πολλές ζημιές ωστόσο η ήσυχη είναι η επόμενη οπότε υποθέτω ότι όλα θα πάνε καλά στο photo plaz seitan limania η kreta είναι όμορφη n",0,"TN",
1438,"''2400190010924211350","instagram",1600344967,"2020-09-17 12:16:07","Pulling a reverse Odysseus a.k.a.being stuck on Ithaka expecting an incoming cyclone. #ijustcamehereforaday #shouldhavecheckedtheweather #ianos","Τραβώντας μια αντίστροφη Οδυσσέα a.k.a.being κολλημένη στην Ιθάκα περιμένοντας έναν εισερχόμενο κυκλώνα. #IJUSTCAMEHEREFORADAI",,,"119580126_642673936669532_3080060086474861642_n.jpg","τραβώντας μια αντίστροφη οδυσσέα a k a being κολλημένη στην ιθάκα περιμένοντας έναν εισερχόμενο κυκλώνα ijustcamehereforadai",0,"TN",
1941,"tweet260","X",0,"2020-09-17 08:25:14","@HSajwanization Yes ! Good morning 👁🌀🇬🇷.. #medicane #ianos https://t.co/X0z7mik6sI","Hsajwanization Ναι! Καλημέρα. #Medicane #ianos",,,,"hsajwanization ναι καλημέρα medicane ianos",0,"TN",
5823,"tweet4142","X",0,"2020-09-22 16:01:45","Verás a partir de mañana la colección de multas por el tema de las restricciones que no se va a aclarar ni el tato.","Θα δείτε από αύριο τη συλλογή προστίμων για το ζήτημα των περιορισμών που δεν θα διευκρινιστούν ή το Tato.",,,,"θα δείτε από αύριο τη συλλογή προστίμων για το ζήτημα των περιορισμών που δεν θα διευκρινιστούν ή το tato",1,"FP",
2232,"tweet551","X",0,"2020-09-17 17:20:29","Satellite imagery via @accuweather shows #Medicane #Ianos over the Ionian Sea moving towards Greece. 
Medicane is a combination of two words ""Mediterranean"" and ""hurricane"". Western Greece is expected to receive the greatest impacts from the storm. Power cuts &amp; coastal flooding. https://t.co/l6dGAJxdkz","Οι δορυφορικές εικόνες μέσω του @AccuWeather δείχνουν #Medicane #ianos πάνω από τη Θάλασσα του Ιωνίου που κινείται προς την Ελλάδα. Το Medicane είναι ένας συνδυασμός δύο λέξεων ""Μεσόγειος"" και ""τυφώνας"". Η δυτική Ελλάδα αναμένεται να λάβει τις μεγαλύτερες επιπτώσεις από την καταιγίδα. Cuts Power & amp; παράκτιες πλημμύρες.",,,,"οι δορυφορικές εικόνες μέσω του accuweather δείχνουν medicane ianos πάνω από τη θάλασσα του ιωνίου που κινείται προς την ελλάδα το medicane είναι ένας συνδυασμός δύο λέξεων μεσόγειος και τυφώνας η δυτική ελλάδα αναμένεται να λάβει τις μεγαλύτερες επιπτώσεις από την καταιγίδα cuts power amp παράκτιες πλημμύρες",0,"FN",
1800,"tweet119","X",0,"2020-09-16 16:50:42","@bbcweather ""The storm in the Central Mediterranean has been named #Ianos""

That remains to be seen. 
Please scroll down for the #poll:
#Cassilda #Tulpar #Ianos

https://t.co/fjDnzIUCjM","Το BBCWeather ""Η καταιγίδα στην Κεντρική Μεσόγειο έχει ονομαστεί #IANOS"" που παραμένει να δει. Παρακαλώ μετακινηθείτε προς τα κάτω για το #poll: #Cassilda #tulpar #ianos",,,,"το bbcweather η καταιγίδα στην κεντρική μεσόγειο έχει ονομαστεί ianos που παραμένει να δει παρακαλώ μετακινηθείτε προς τα κάτω για το poll cassilda tulpar ianos",0,"TN",
7304,"Flickr756","Flickr",,"2020-09-14 23:03:06","This bee was soaked after the rain.","Αυτή η μέλισσα ήταν εμποτισμένη μετά τη βροχή.",50343541757,,"50343541757.jpg","αυτή η μέλισσα ήταν εμποτισμένη μετά τη βροχή",0,"TN",
6242,"tweet4561","X",0,"2020-09-23 13:03:04","ΕΛΓΑ: Χωρίς εκτιμητικά τέλη οι δηλώσεις για ζημιές που προκάλεσε ο Ιανός https://t.co/l5saRdRZgL https://t.co/CqTD5M6oSz","ΕΛΓΑ: Χωρίς εκτιμητικά τέλη οι δηλώσεις για ζημιές που προκάλεσε ο Ιανός",,,,"ελγα χωρίς εκτιμητικά τέλη οι δηλώσεις για ζημιές που προκάλεσε ο ιανός",0,"TN",
5839,"tweet4158","X",0,"2020-09-22 16:54:06","κάθε μέρα φανερώνονται όλο και πιο πολύ οι ζημιές. μηχανήματα, μαγαζιά, ζώα, χωράφια, δεν έχει γλυτώσει τίποτα. πραγματικά το μόνο που ψελλιζουν όλοι σαν θετικό είναι ότι δεν υπήρξαν περισσότεροι νεκροί, καθαρά από προσωπικές κινήσεις, έσωζαν ο ένας τον άλλον, πουθενά οι αρχές.","κάθε μέρα φανερώνονται όλο και πιο πολύ οι ζημιές. μηχανήματα, μαγαζιά, ζώα, χωράφια, δεν έχει γλυτώσει τίποτα. πραγματικά το μόνο που ψελλιζουν όλοι σαν θετικό είναι ότι δεν υπήρξαν περισσότεροι νεκροί, καθαρά από προσωπικές κινήσεις, έσωζαν ο ένας τον άλλον, πουθενά οι αρχές.",,,,"κάθε μέρα φανερώνονται όλο και πιο πολύ οι ζημιές μηχανήματα μαγαζιά ζώα χωράφια δεν έχει γλυτώσει τίποτα πραγματικά το μόνο που ψελλιζουν όλοι σαν θετικό είναι ότι δεν υπήρξαν περισσότεροι νεκροί καθαρά από προσωπικές κινήσεις έσωζαν ο ένας τον άλλον πουθενά οι αρχές",0,"TN",
4560,"tweet2879","X",0,"2020-09-20 11:14:32","Εξαφανισμένη η κυβέρνηση. Ο καιρός στράφηκε και εναντίον τους.","Εξαφανισμένη η κυβέρνηση. Ο καιρός στράφηκε και εναντίον τους.",,,,"εξαφανισμένη η κυβέρνηση ο καιρός στράφηκε και εναντίον τους",0,"TN",
5691,"tweet4010","X",0,"2020-09-22 09:41:35","Για την Τρίτη 22/09/2020 προβλέπεται ηλιοφάνεια με λίγες νεφώσεις, παροδικά αυξημένες σε Αν. Θεσσαλία, Σποράδες, Εύβοια, Αν. Στερεά, Κυκλάδες &amp; Κρήτη &amp; βαθμιαία αυξημένες στα βορειοδυτικά με τοπικές βροχές ή  καταιγίδες μετά το μεσημέρι στο Β. Ιόνιο &amp; πιθανώς στην Ήπειρο.","Για την Τρίτη 22/09/2020 προβλέπεται ηλιοφάνεια με λίγες νεφώσεις, παροδικά αυξημένες σε Αν. Θεσσαλία, Σποράδες, Εύβοια, Αν. Στερεά, Κυκλάδες &amp; Κρήτη &amp; βαθμιαία αυξημένες στα βορειοδυτικά με τοπικές βροχές ή καταιγίδες μετά το μεσημέρι στο Β. Ιόνιο &amp; πιθανώς στην Ήπειρο.",,,,"για την τρίτη 22 09 2020 προβλέπεται ηλιοφάνεια με λίγες νεφώσεις παροδικά αυξημένες σε αν θεσσαλία σποράδες εύβοια αν στερεά κυκλάδες amp κρήτη amp βαθμιαία αυξημένες στα βορειοδυτικά με τοπικές βροχές ή καταιγίδες μετά το μεσημέρι στο β ιόνιο amp πιθανώς στην ήπειρο",1,"TP",
5700,"tweet4019","X",0,"2020-09-22 09:53:07","Kyriakos #Mitsotakis visits #Karditsa 

The @PrimeministerGR will meet with local officials and discuss the measures and the restoration plan of the areas affected by Medicane #Ianos

https://t.co/5asZvY9SBG https://t.co/zakfOpmEyW","Οι επισκέψεις #Mitsotakis #Mitsotakis #karditsa Το @primeministergr θα συναντηθούν με τοπικούς αξιωματούχους και θα συζητήσουν τα μέτρα και το σχέδιο αποκατάστασης των περιοχών που επηρεάζονται από το Medicane #ianos",,,,"οι επισκέψεις mitsotakis mitsotakis karditsa το primeministergr θα συναντηθούν με τοπικούς αξιωματούχους και θα συζητήσουν τα μέτρα και το σχέδιο αποκατάστασης των περιοχών που επηρεάζονται από το medicane ianos",0,"TN",
8207,"YouTube850","YouTube",,"2020-09-18T12:16:33Z","Ανανεωμένο έκτακτο δελτίο επικίνδυνων καιρικών φαινομένων από την ΕΜΥ - Σε εξέλιξη επιχείρηση διάσωσης σκάφους με ... Κακοκαιρία «Ιανός»: Χωρίς ρεύμα Ιθάκη, Ζάκυνθος, Κεφαλονιά - Συναγερμός και για το σαββατοκύριακο…","Ανανεωμένο έκτακτο δελτίο επικίνδυνων καιρικών φαινομένων από την ΕΜΥ - Σε εξέλιξη επιχείρηση διάσωσης σκάφους με. Κακοκαιρία «Ιανός»: Χωρίς ρεύμα Ιθάκη, Ζάκυνθος, Κεφαλονιά - Συναγερμός και για το σαββατοκύριακο…","1fy0rtb2EtA",1,"na","ανανεωμένο έκτακτο δελτίο επικίνδυνων καιρικών φαινομένων από την εμυ σε εξέλιξη επιχείρηση διάσωσης σκάφους με κακοκαιρία ιανός χωρίς ρεύμα ιθάκη ζάκυνθος κεφαλονιά συναγερμός και για το σαββατοκύριακο",0,"TN",
4344,"tweet2663","X",0,"2020-09-20 01:00:21","Destructive #flooding, #landslides, road closures and power outages today in #Thessaly, #Greece associated with the ex-#medicane #Ianos ... The low pressure system is currently drifting southwards towards #Libya and #Egypt. 

#ΙΑΝΟΣ #Ιανός #Θεσσαλια #Καρδιτσα #Λαρισα #Μαγνησία https://t.co/GsjuioVkQO","Destructive #flooding, #landslides, road closures and power outages today in #Thessaly, #Greece associated with the ex-#medicane #Ianos.The low pressure system is currently drifting southwards towards #Libya and #Egypt. #ΙΑΝΟΣ #Ιανός #Θεσσαλια #Καρδιτσα #Λαρισα #Μαγνησία",,,,"destructive flooding landslides road closures and power outages today in thessaly greece associated with the ex medicane ianos the low pressure system is currently drifting southwards towards libya and egypt ιανος ιανός θεσσαλια καρδιτσα λαρισα μαγνησία",0,"TN",
