"ID","source_id","source_type","unix_time","date_time","text","translated","photo_video_id","duplicate","photofilename","processed","predicted","score",
3020,"tweet1339","X",0,"2020-09-18 14:36:55","Voorlopig toch geen spoor van die orkaan hier in Athene...

#ΙΑΝΟΣ #Ianos #Athene #Griekenland","Προς το παρόν δεν είναι ίχνος αυτού του τυφώνα εδώ στην Αθήνα.",,,,"προς το παρόν δεν είναι ίχνος αυτού του τυφώνα εδώ στην αθήνα",1,"FP",
5332,"tweet3651","X",0,"2020-09-21 14:42:21","Νέα Πέτρα Ροδόπης ""Ιερόσυλοι (?) βεβήλωσαν εκκλησία  και προκάλεσαν ζημιές"" Ποιοί μαγαρίζουν τους βωμούς μας? εγώ ξέρω αλλά θα με πείτε φασίστα και ιδεοληπτικό άσε που θα μπώ και φυλακή σύμφωνα με τον αντιρατσιστικό νόμο. Εσείς μαντεύετε?   https://t.co/E7LOvYZmth","Νέα Πέτρα Ροδόπης ""Ιερόσυλοι (?) βεβήλωσαν εκκλησία και προκάλεσαν ζημιές"" Ποιοί μαγαρίζουν τους βωμούς μας? εγώ ξέρω αλλά θα με πείτε φασίστα και ιδεοληπτικό άσε που θα μπώ και φυλακή σύμφωνα με τον αντιρατσιστικό νόμο. Εσείς μαντεύετε?",,,,"νέα πέτρα ροδόπης ιερόσυλοι βεβήλωσαν εκκλησία και προκάλεσαν ζημιές ποιοί μαγαρίζουν τους βωμούς μας εγώ ξέρω αλλά θα με πείτε φασίστα και ιδεοληπτικό άσε που θα μπώ και φυλακή σύμφωνα με τον αντιρατσιστικό νόμο εσείς μαντεύετε",0,"TN",
5157,"tweet3476","X",0,"2020-09-21 09:08:33","Πλαστικά Θράκης: Ζημιές €2,8 εκατ. το α’ εξάμηνο του 2020 https://t.co/Hhh9DN2HYg https://t.co/SDo5u1HRzg","Πλαστικά Θράκης: Ζημιές €2,8 εκατ. το α’ εξάμηνο του 2020",,,,"πλαστικά θράκης ζημιές 2 8 εκατ το α εξάμηνο του 2020",0,"TN",
7074,"Flickr526","Flickr",,"2020-09-23 01:45:08","Medicane Ianos 2020 Mediterranean Hurricane","Medicane Ianos 2020 Μεσογειακός τυφώνας",50373875622,,"50373875622.jpg","medicane ianos 2020 μεσογειακός τυφώνας",0,"TN",
6580,"Flickr32","Flickr",,"2020-09-09 10:36:25","© Sigmund Løland. All Rights Reserved.

Not often I am on this side of town anymore, but the view over to where I live is impeccable. (Slightly to the right and down towards the sea, from the middle of the picture.)

Press Z for Big.","Sigmund Løland. Όλα τα δικαιώματα διατηρούνται. Δεν είμαι συχνά σε αυτή την πλευρά της πόλης πια, αλλά η θέα πάνω από το σημείο που μένω είναι άψογη. (Ελαφρώς προς τα δεξιά και προς τα κάτω προς τη θάλασσα, από τη μέση της εικόνας.) Πιέστε Z για μεγάλο.",50322927846,,"50322927846.jpg","sigmund løland όλα τα δικαιώματα διατηρούνται δεν είμαι συχνά σε αυτή την πλευρά της πόλης πια αλλά η θέα πάνω από το σημείο που μένω είναι άψογη ελαφρώς προς τα δεξιά και προς τα κάτω προς τη θάλασσα από τη μέση της εικόνας πιέστε z για μεγάλο",1,"FP",
1947,"tweet266","X",0,"2020-09-17 08:55:25","A look at #Storm #01M (Also known as #Janus [#Ianos] among the others given to it) in the #Mediterranean #Sea this morning.
#mediterraneansea #Greece https://t.co/Kmd7tZgI8B","Μια ματιά στο #storm #01m (επίσης γνωστό ως #Janus [#IANOS] μεταξύ των άλλων που δόθηκαν σε αυτό) στο #MedIterranean #sea σήμερα το πρωί.",,,,"μια ματιά στο storm 01m επίσης γνωστό ως janus ianos μεταξύ των άλλων που δόθηκαν σε αυτό στο mediterranean sea σήμερα το πρωί",1,"TP",
5226,"tweet3545","X",0,"2020-09-21 11:04:00","https://t.co/gpgr9KSPZH
Το πέρασμα του Ιανού από την Σίφνο
⛈️
#Greece #Ianos #Sifnos #Greek #island #rains #TEMPERATURE #Weather #society #people #TogetherStronger #water #summer #photo #photographer #mondaythoughts #MondayMorning #MondayVibes #Like #life #Instagram #picoftheday https://t.co/zPZtVd9QB3","πέρασμα του Ιανού από την Σίφνο#Greece #Ianos #Sifnos #Greek #island #rains #TEMPERATURE #Weather #society #people #TogetherStronger #water #summer #photo #photographer #mondaythoughts #MondayMorning #MondayVibes #Like #life #Instagram #picoftheday",,,,"πέρασμα του ιανού από την σίφνο greece ianos sifnos greek island rains temperature weather society people togetherstronger water summer photo photographer mondaythoughts mondaymorning mondayvibes like life instagram picoftheday",1,"TP",
4660,"tweet2979","X",0,"2020-09-20 13:16:36","Casualties, missing people and many problems in #Greece after the passage of #medicane #Ianos.

#ΙΑΝΟΣ #Ιανός","Casualties, missing people and many problems in #Greece after the passage of #medicane #Ianos.#ΙΑΝΟΣ #Ιανός",,,,"casualties missing people and many problems in greece after the passage of medicane ianos ιανος ιανός",0,"TN",
1038,"''2401799352712436072","instagram",1600536816,"2020-09-19 17:33:36","#afterthestorm #ianos \n#creek turned to #river \n#sea #sunset #hellofrom #aigiannis #stylida #maliakos ⛈💦🍂","#afterthestorm #ianos \n#creek turned to #river \n#sea #sunset #hellofrom #aigiannis #stylida #maliakos",,,"119703699_251375282790409_8148122052835384297_n.jpg","afterthestorm ianos n creek turned to river n sea sunset hellofrom aigiannis stylida maliakos",1,"TP",
1929,"tweet248","X",0,"2020-09-17 05:07:04","Medicane #Ianos (#Cassilda)
Follow my lists for more news:
GREECE https://t.co/b8OuFob3uN
WEATHER https://t.co/nPeMBfdTPL 
*Web: Can't see a list? Refresh the page.
*Mobile &amp; Tweetdeck: Click lists on web instead.","Medicane #ianos (#Cassilda) Ακολουθήστε τις λίστες μου για περισσότερες ειδήσεις: Ελλάδα *Web: Δεν μπορείτε να δείτε μια λίστα; Ανανέωση της σελίδας.*Mobile & amp; TweetDeck: Κάντε κλικ στην επιλογή Λίστες στο διαδίκτυο.",,,,"medicane ianos cassilda ακολουθήστε τις λίστες μου για περισσότερες ειδήσεις ελλάδα web δεν μπορείτε να δείτε μια λίστα ανανέωση της σελίδας mobile amp tweetdeck κάντε κλικ στην επιλογή λίστες στο διαδίκτυο",0,"TN",
5387,"tweet3706","X",0,"2020-09-21 17:22:14","Weiterer Schicksalschlag für #Griechenland in 2020: 
#Coronakrise und die #wirtschaftlichen Folgen, Spannungen mit der #Türkei, Brände in #Moria auf #Lesbos. Nun verheerende Schäden durch Sturm #Ianos auf den #Ionischen Inseln und in #Mittelgriechenland.

https://t.co/brR6zFWC81","Ένα άλλο εγκεφαλικό επεισόδιο για την #Greece το 2020: #Corona Crisis και τις συνέπειες #Economy, εντάσεις με το #Turkey, πυρκαγιές στην #Moria στο #LesBos. Τώρα καταστροφικές ζημιές που προκλήθηκαν από την καταιγίδα #IANOS στα #IONIC Islands και στην #MittelGreece.",,,,"ένα άλλο εγκεφαλικό επεισόδιο για την greece το 2020 corona crisis και τις συνέπειες economy εντάσεις με το turkey πυρκαγιές στην moria στο lesbos τώρα καταστροφικές ζημιές που προκλήθηκαν από την καταιγίδα ianos στα ionic islands και στην mittelgreece",0,"TN",
7354,"Flickr806","Flickr",,"2020-09-23 16:54:23","Zephyranthes candida, with common names that include autumn zephyrlily, white windflower and Peruvian swamp lily, is a species of rain lily native to South America including Argentina, Uruguay, Paraguay, and Brazil. The species is widely cultivated as an ornamental and reportedly naturalized in many places. - Wikipedia","Το Zephyranthes Candida, με κοινά ονόματα που περιλαμβάνουν το φθινόπωρο Zephylily, το White Windflower και το Peruvian Swamp Lily, είναι ένα είδος βροχής Lily που είναι εγγενές στη Νότια Αμερική, συμπεριλαμβανομένης της Αργεντινής, της Ουρουγουάης, της Παραγουάης και της Βραζιλίας. Το είδος καλλιεργείται ευρέως ως διακοσμητικό και αναμφισβήτητα πολιτογραφημένο σε πολλά μέρη. - Wikipedia",50376026012,,"50376026012.jpg","το zephyranthes candida με κοινά ονόματα που περιλαμβάνουν το φθινόπωρο zephylily το white windflower και το peruvian swamp lily είναι ένα είδος βροχής lily που είναι εγγενές στη νότια αμερική συμπεριλαμβανομένης της αργεντινής της ουρουγουάης της παραγουάης και της βραζιλίας το είδος καλλιεργείται ευρέως ως διακοσμητικό και αναμφισβήτητα πολιτογραφημένο σε πολλά μέρη wikipedia",0,"TN",
4068,"tweet2387","X",0,"2020-09-19 16:30:28","Ιανός : Θρήνος για τους 2 νεκρούς, αγωνία για τους 2 αγνοούμενους – Ανυπολόγιστες ζημιές και διασώσεις που κόβουν την ανάσα - https://t.co/a4PbTRNiY6 https://t.co/00Byx1PyFg","Ιανός : Θρήνος για τους 2 νεκρούς, αγωνία για τους 2 αγνοούμενους – Ανυπολόγιστες ζημιές και διασώσεις που κόβουν την ανάσα -",,,,"ιανός θρήνος για τους 2 νεκρούς αγωνία για τους 2 αγνοούμενους ανυπολόγιστες ζημιές και διασώσεις που κόβουν την ανάσα",0,"TN",
1760,"tweet79","X",0,"2020-09-16 11:37:59","An area of low pressure over the Mediterranean Sea has developed characteristics of a tropical storm and has been named #Ianos by the National Observatory of Athens. It is expected to come ashore over southern Greece as a vigorous storm on Friday. #medicane https://t.co/a6lF7pjwXW","Μια περιοχή χαμηλής πίεσης πάνω από τη Μεσόγειο Θάλασσα έχει αναπτύξει χαρακτηριστικά μιας τροπικής καταιγίδας και έχει ονομαστεί #IANOS από το Εθνικό Παρατηρητήριο της Αθήνας. Αναμένεται να έρθει στην ξηρά πάνω από τη νότια Ελλάδα ως έντονη καταιγίδα την Παρασκευή. #Medicane",,,,"μια περιοχή χαμηλής πίεσης πάνω από τη μεσόγειο θάλασσα έχει αναπτύξει χαρακτηριστικά μιας τροπικής καταιγίδας και έχει ονομαστεί ianos από το εθνικό παρατηρητήριο της αθήνας αναμένεται να έρθει στην ξηρά πάνω από τη νότια ελλάδα ως έντονη καταιγίδα την παρασκευή medicane",1,"TP",
2560,"tweet879","X",0,"2020-09-18 07:53:17","in questo insolito 2020, mancava giusto il #ciclone #Ianos nel Mediterraneo  https://t.co/pxoGwluwKl","Σε αυτό το ασυνήθιστο 2020, το #Ciclone #IANOS έλειπε στη Μεσόγειο",,,,"σε αυτό το ασυνήθιστο 2020 το ciclone ianos έλειπε στη μεσόγειο",0,"TN",
2165,"tweet484","X",0,"2020-09-17 16:16:15","Storm #IANOS about to hit the islands off western Greece  in the Ionian sea. Gale force winds of up to 12 Beaufort being recorded.","Καταιγίδα #ianos που θα χτυπήσει τα νησιά από τη δυτική Ελλάδα στη Θάλασσα της Ιωνίας. Gale Force Winds έως και 12 Beaufort καταγράφονται.",,,,"καταιγίδα ianos που θα χτυπήσει τα νησιά από τη δυτική ελλάδα στη θάλασσα της ιωνίας gale force winds έως και 12 beaufort καταγράφονται",1,"TP",
3698,"tweet2017","X",0,"2020-09-19 09:33:32","Εικόνες βιβλικής καταστροφής αφήνει στο πέρασμά του ο «Ιανός» - Τρομακτικές οι πρώτες καταγραφές από τις ζημιές (Εικόνες &amp; Βίντεο) https://t.co/dZy2qofBpN","Εικόνες βιβλικής καταστροφής αφήνει στο πέρασμά του ο «Ιανός» - Τρομακτικές οι πρώτες καταγραφές από τις ζημιές (Εικόνες &amp; Βίντεο)",,,,"εικόνες βιβλικής καταστροφής αφήνει στο πέρασμά του ο ιανός τρομακτικές οι πρώτες καταγραφές από τις ζημιές εικόνες amp βίντεο",0,"TN",
6249,"tweet4568","X",0,"2020-09-23 13:13:21","Η καταστροφική πλημμύρα της 19/9/2020 η οποία έπληξε ολόκληρη την πόλη της Καρδίτσας, προκάλεσε ζημιές και στο Αρχαιολογικό Μουσείο της πόλης. Συγκεκριμένα, το σύνολο του υπόγειου χώρου του μουσείου γέμισε με νερά και λάσπη σε ύψος τουλάχιστον 2 μέτρων.
https://t.co/6uMkSOOJJt","Η καταστροφική πλημμύρα της 19/9/2020 η οποία έπληξε ολόκληρη την πόλη της Καρδίτσας, προκάλεσε ζημιές και στο Αρχαιολογικό Μουσείο της πόλης. Συγκεκριμένα, το σύνολο του υπόγειου χώρου του μουσείου γέμισε με νερά και λάσπη σε ύψος τουλάχιστον 2 μέτρων.",,,,"η καταστροφική πλημμύρα της 19 9 2020 η οποία έπληξε ολόκληρη την πόλη της καρδίτσας προκάλεσε ζημιές και στο αρχαιολογικό μουσείο της πόλης συγκεκριμένα το σύνολο του υπόγειου χώρου του μουσείου γέμισε με νερά και λάσπη σε ύψος τουλάχιστον 2 μέτρων",0,"TN",
3777,"tweet2096","X",0,"2020-09-19 10:38:02","Φάρσαλα: Ανυπολόγιστες ζημιές σε σπίτια και αγροτικές εκτάσεις άφησε πίσω η κακοκαιρία - https://t.co/dacQwDsaqR https://t.co/IbZbBJwbZq","Φάρσαλα: Ανυπολόγιστες ζημιές σε σπίτια και αγροτικές εκτάσεις άφησε πίσω η κακοκαιρία -",,,,"φάρσαλα ανυπολόγιστες ζημιές σε σπίτια και αγροτικές εκτάσεις άφησε πίσω η κακοκαιρία",0,"TN",
2417,"tweet736","X",0,"2020-09-17 21:46:33","Medicane #Ianos (#Cassilda, #Janus, #Udine)
Follow my lists for more news:
GREECE https://t.co/b8OuFob3uN
WEATHER https://t.co/nPeMBfdTPL 
*Web: Can't see a list? Refresh the page.
*Mobile &amp; Tweetdeck: Click lists on web instead.","Medicane #IANOS (#Cassilda, #Janus, #Udine) Ακολουθήστε τις λίστες μου για περισσότερες ειδήσεις: Ελλάδα *Web: Δεν μπορείτε να δείτε μια λίστα; Ανανέωση της σελίδας.*Mobile & amp; TweetDeck: Κάντε κλικ στην επιλογή Λίστες στο διαδίκτυο.",,,,"medicane ianos cassilda janus udine ακολουθήστε τις λίστες μου για περισσότερες ειδήσεις ελλάδα web δεν μπορείτε να δείτε μια λίστα ανανέωση της σελίδας mobile amp tweetdeck κάντε κλικ στην επιλογή λίστες στο διαδίκτυο",0,"TN",
2256,"tweet575","X",0,"2020-09-17 18:17:31","Conditions gradually deteriorate in northwestern #Peloponnese, #Greece. 
Despite the fact that the #medicane #Ianos is far away from the coast the outer bands reach the western Greek coastal areas.  

#Ιανος #Ιανός #medicanes https://t.co/AbnSrpB6uJ","Οι συνθήκες σταδιακά επιδεινώνεται στο Northwestern #Peloponnese, #Greece. Παρά το γεγονός ότι το #Medicane #Inos απέχει πολύ από την ακτή, οι εξωτερικές ζώνες φτάνουν στις δυτικές ελληνικές παράκτιες περιοχές. #Iains #iaans #Medicanes",,,,"οι συνθήκες σταδιακά επιδεινώνεται στο northwestern peloponnese greece παρά το γεγονός ότι το medicane inos απέχει πολύ από την ακτή οι εξωτερικές ζώνες φτάνουν στις δυτικές ελληνικές παράκτιες περιοχές iains iaans medicanes",1,"TP",
4024,"tweet2343","X",0,"2020-09-19 15:35:46","Ανυπολόγιστες ζημιές σε Καρδίτσα και Φάρσαλα – Live που κινείτε η καταιγίδα https://t.co/H516FTHHuY","Ανυπολόγιστες ζημιές σε Καρδίτσα και Φάρσαλα – Live που κινείτε η καταιγίδα",,,,"ανυπολόγιστες ζημιές σε καρδίτσα και φάρσαλα live που κινείτε η καταιγίδα",0,"TN",
2994,"tweet1313","X",0,"2020-09-18 13:54:20","Κυκλώνας «Ιανός»: Μεγάλες ζημιές στο δίκτυο του ΔΕΔΔΗΕ – Χωρίς ρεύμα πολλές περιοχές 
https://t.co/r14JyR3PI3","Κυκλώνας «Ιανός»: Μεγάλες ζημιές στο δίκτυο του ΔΕΔΔΗΕ – Χωρίς ρεύμα πολλές περιοχές",,,,"κυκλώνας ιανός μεγάλες ζημιές στο δίκτυο του δεδδηε χωρίς ρεύμα πολλές περιοχές",0,"TN",
1008,"''2402181669501831193","instagram",1600582408,"2020-09-20 06:13:28","Ακόμη κι έτσι.. Είναι  πανέμορφη...\n.\n.\n.\n#greekislands #healthcareprofessional #registerednurses #anaesthetics\n#alluring_greece #breakfastwithaview #discovergreece  #naturevibes\n#enjoylittlethingsinlife\n#lifeiswhatyoumakeofit #greeceis #travelstories \n#ordinarypeople #mediterraneanstyle #mediterraneo #beachlife #bluezones \n#localguidesconnect #longevity #sunset_greece #cyclades_islands #ianos #medicane #lifogreece #lifomag","Η #n #n # # # # # # # # # # isShatYouMakeOfit #GreeCeis #TravelStories \ n #OrdininaryPeople #MedIterRaneAnStyle #MedIterRaneo #BeachLife #BLUEZONES \ N #LOCALUDESCONCHNECT #LONGEVITY #SUNSET_GREECE #CYCLADES_ISLANDS #IANO",,,"119704822_148953253573985_4758204054225888550_n.jpg","η n n isshatyoumakeofit greeceis travelstories n ordininarypeople mediterraneanstyle mediterraneo beachlife bluezones n localudesconchnect longevity sunset_greece cyclades_islands iano",0,"TN",
2389,"tweet708","X",0,"2020-09-17 20:55:50","@breakingweather Here the wave forecast for the next hours #medicane #ianos","BreakingWeather εδώ το κύμα πρόβλεψη για τις επόμενες ώρες #Medicane #ianos",,,,"breakingweather εδώ το κύμα πρόβλεψη για τις επόμενες ώρες medicane ianos",1,"TP",
605,"''2401693214001192980","instagram",1600524163,"2020-09-19 14:02:43","ΙΑΝΟΣ.....#myplace#mylife#mylove##my🇬🇷#myview#pelloponissos #mypassion#pictureperfect#unique#wonderful_places#📷📸#photo#greece_is_awesome#wu_greece#walk_in_greece#perfect_greece#ig_greece#nayplio#nafplio#nauplio#ianos","Iaans.#Myplace#mylife#mylove ## myview#pelloponissos#mypassion#picturepect#μοναδικό#sucker_places##φωτογραφία#naflio#nauplio#",,,"119789861_830615147477857_7926187092712468178_n.jpg","iaans myplace mylife mylove myview pelloponissos mypassion picturepect μοναδικό sucker_places φωτογραφία naflio nauplio",0,"TN",
6628,"Flickr80","Flickr",,"2020-09-09 23:49:49","A country road in the hills near Whitehorse. Fall colours, plus rain, fog and a cart track into the forest add up to a photographer's paradise.

Photo taken with the Canon EOS R and RF 24-105mm f/4.0 L hand held. The finished image was processed from raw in Adobe Lightroom.","Ένας επαρχιακός δρόμος στους λόφους κοντά στο Whitehorse. Τα χρώματα πτώσης, καθώς και η βροχή, η ομίχλη και η διαδρομή του καλαθιού στο δάσος προστίθενται στο Paradise του φωτογράφου. Photo Taking με το χέρι Canon EOS R και RF 24-105mm f/4.0 L Hand. Η τελική εικόνα υποβλήθηκε σε επεξεργασία από το RAW στο Adobe Lightroom.",50324399268,,"50324399268.jpg","ένας επαρχιακός δρόμος στους λόφους κοντά στο whitehorse τα χρώματα πτώσης καθώς και η βροχή η ομίχλη και η διαδρομή του καλαθιού στο δάσος προστίθενται στο paradise του φωτογράφου photo taking με το χέρι canon eos r και rf 24 105mm f 4 0 l hand η τελική εικόνα υποβλήθηκε σε επεξεργασία από το raw στο adobe lightroom",0,"TN",
4606,"tweet2925","X",0,"2020-09-20 12:02:56","Ιανός: Ζημιές σε αρχαιολογικούς χώρους και μουσεία https://t.co/6vlzcN6kTm 
#Covid_19 #COVID19greece #COVID19 #coronavirus #κρουσματα #κακοκαιρια #ΙΑΝΟΣ #elaxamogela","Ιανός: Ζημιές σε αρχαιολογικούς χώρους και μουσεία #Covid_19 #COVID19greece #COVID19 #coronavirus #κρουσματα #κακοκαιρια #ΙΑΝΟΣ #elaxamogela",,,,"ιανός ζημιές σε αρχαιολογικούς χώρους και μουσεία covid_19 covid19greece covid19 coronavirus κρουσματα κακοκαιρια ιανος elaxamogela",0,"TN",
7345,"Flickr797","Flickr",,"2020-10-17 15:52:06","Whitefish Point Bird Observatory - Paradise, Michigan","Παρατηρητήριο πουλιών Whitefish Point - Paradise, Michigan",50498272617,,"50498272617.jpg","παρατηρητήριο πουλιών whitefish point paradise michigan",0,"TN",
3962,"tweet2281","X",0,"2020-09-19 14:03:21","Καιρος να ξεκολλησει και η Χριστινα απο τα ζαβα. #BigBrotherGR","Καιρος να ξεκολλησει και η Χριστινα απο τα ζαβα. #BigBrotherGR",,,,"καιρος να ξεκολλησει και η χριστινα απο τα ζαβα bigbrothergr",0,"TN",
